"pressure","velocity:0","velocity:1","velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.034987,-0.16684,0.12587,0,1,0.41,0.41,0.5,0
-0.035553,-0.17134,0.11978,0,1,0.42,0.42,0.5,0
-0.036089,-0.17576,0.1132,0,1,0.43,0.43,0.5,0
-0.036608,-0.18015,0.10642,0,1,0.44,0.44,0.5,0
-0.037077,-0.18444,0.099077,0,1,0.45,0.45,0.5,0
-0.037532,-0.18871,0.091606,0,1,0.46,0.46,0.5,0
-0.037913,-0.19284,0.083496,0,1,0.47,0.47,0.5,0
-0.038285,-0.19696,0.075322,0,1,0.48,0.48,0.5,0
-0.038556,-0.20089,0.066444,0,1,0.49,0.49,0.5,0
-0.038827,-0.20483,0.057567,0,1,0.5,0.5,0.5,0
-0.038963,-0.20852,0.047934,0,1,0.51,0.51,0.5,0
-0.0391,-0.21221,0.0383,0,1,0.52,0.52,0.5,0
-0.039093,-0.21562,0.028,0,1,0.53,0.53,0.5,0
-0.039073,-0.219,0.017639,0,1,0.54,0.54,0.5,0
-0.038906,-0.22207,0.0067101,0,1,0.55,0.55,0.5,0
-0.038709,-0.22508,-0.0043325,0,1,0.56,0.56,0.5,0
-0.038366,-0.22775,-0.015832,0,1,0.57,0.57,0.5,0
-0.037974,-0.23029,-0.027483,0,1,0.58,0.58,0.5,0
-0.037445,-0.23246,-0.039472,0,1,0.59,0.59,0.5,0
-0.036845,-0.23445,-0.051629,0,1,0.6,0.6,0.5,0
-0.036121,-0.23603,-0.063999,0,1,0.61,0.61,0.5,0
-0.035309,-0.23734,-0.076522,0,1,0.62,0.62,0.5,0
-0.03439,-0.23824,-0.089135,0,1,0.63,0.63,0.5,0
-0.033365,-0.23874,-0.10184,0,1,0.64,0.64,0.5,0
-0.032258,-0.23885,-0.11452,0,1,0.65,0.65,0.5,0
-0.031037,-0.2384,-0.12716,0,1,0.66,0.66,0.5,0
-0.029752,-0.23759,-0.1397,0,1,0.67,0.67,0.5,0
-0.028339,-0.23605,-0.152,0,1,0.68,0.68,0.5,0
-0.026924,-0.23421,-0.16413,0,1,0.69,0.69,0.5,0
-0.025498,-0.23148,-0.17577,0,1,0.7,0.7,0.5,0
-0.024053,-0.22852,-0.18721,0,1,0.71,0.71,0.5,0
-0.022515,-0.2244,-0.19769,0,1,0.72,0.72,0.5,0
-0.020965,-0.22015,-0.20802,0,1,0.73,0.73,0.5,0
-0.019292,-0.2146,-0.21689,0,1,0.74,0.74,0.5,0
-0.017619,-0.20905,-0.22576,0,1,0.75,0.75,0.5,0
-0.01585,-0.20236,-0.23314,0,1,0.76,0.76,0.5,0
-0.014241,-0.19502,-0.2395,0,1,0.77,0.77,0.5,0
-0.012754,-0.18702,-0.24463,0,1,0.78,0.78,0.5,0
-0.011355,-0.17836,-0.24845,0,1,0.79,0.79,0.5,0
-0.010066,-0.1691,-0.25085,0,1,0.8,0.8,0.5,0
-0.0088986,-0.15927,-0.25175,0,1,0.81,0.81,0.5,0
-0.007872,-0.14895,-0.25107,0,1,0.82,0.82,0.5,0
-0.0069976,-0.13821,-0.24876,0,1,0.83,0.83,0.5,0
-0.0062895,-0.12714,-0.24476,0,1,0.84,0.84,0.5,0
-0.0057558,-0.11583,-0.23905,0,1,0.85,0.85,0.5,0
-0.0054047,-0.1044,-0.23164,0,1,0.86,0.86,0.5,0
-0.0052401,-0.092955,-0.22254,0,1,0.87,0.87,0.5,0
-0.0052645,-0.081629,-0.2118,0,1,0.88,0.88,0.5,0
-0.0054823,-0.070547,-0.19949,0,1,0.89,0.89,0.5,0
-0.0059131,-0.059836,-0.18571,0,1,0.9,0.9,0.5,0
-0.0065307,-0.049629,-0.17055,0,1,0.91,0.91,0.5,0
-0.0072945,-0.040219,-0.154,0,1,0.92,0.92,0.5,0
-0.0082071,-0.031616,-0.13642,0,1,0.93,0.93,0.5,0
-0.0091442,-0.02352,-0.11841,0,1,0.94,0.94,0.5,0
-0.010154,-0.016943,-0.099146,0,1,0.95,0.95,0.5,0
-0.011179,-0.010764,-0.079756,0,1,0.96,0.96,0.5,0
-0.012281,-0.0065733,-0.05973,0,1,0.97,0.97,0.5,0
-0.013433,-0.0026221,-0.039719,0,1,0.98,0.98,0.5,0
-0.015129,-0.001311,-0.019858,0,1,0.99,0.99,0.5,0
-0.016826,-1.8195e-17,-2.7561e-16,0,1,1,1,0.5,0
