"pressure","velocity:0","velocity:1","velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.058165,-0.28972,0.033782,0,1,0.35,0.5,0.35,0
-0.061825,-0.28039,0.035791,0,1,0.36,0.5,0.36,0
-0.06548,-0.2703,0.037652,0,1,0.37,0.5,0.37,0
-0.068858,-0.25945,0.039321,0,1,0.38,0.5,0.38,0
-0.071958,-0.24785,0.040798,0,1,0.39,0.5,0.39,0
-0.075058,-0.23624,0.042276,0,1,0.4,0.5,0.4,0
-0.078159,-0.22463,0.043753,0,1,0.41,0.5,0.41,0
-0.081042,-0.21281,0.045095,0,1,0.42,0.5,0.42,0
-0.083493,-0.20055,0.046168,0,1,0.43,0.5,0.43,0
-0.085944,-0.1883,0.047241,0,1,0.44,0.5,0.44,0
-0.088395,-0.17604,0.048313,0,1,0.45,0.5,0.45,0
-0.090732,-0.16383,0.049354,0,1,0.46,0.5,0.46,0
-0.092502,-0.15183,0.050236,0,1,0.47,0.5,0.47,0
-0.094273,-0.13983,0.051118,0,1,0.48,0.5,0.48,0
-0.096043,-0.12783,0.052,0,1,0.49,0.5,0.49,0
-0.097813,-0.11582,0.052882,0,1,0.5,0.5,0.5,0
-0.098953,-0.10419,0.053781,0,1,0.51,0.5,0.51,0
-0.10009,-0.092561,0.05468,0,1,0.52,0.5,0.52,0
-0.10123,-0.080929,0.055579,0,1,0.53,0.5,0.53,0
-0.10237,-0.069297,0.056478,0,1,0.54,0.5,0.54,0
-0.10302,-0.057777,0.057451,0,1,0.55,0.5,0.55,0
-0.10357,-0.046279,0.058438,0,1,0.56,0.5,0.56,0
-0.10412,-0.034782,0.059425,0,1,0.57,0.5,0.57,0
-0.10467,-0.023284,0.060413,0,1,0.58,0.5,0.58,0
-0.10485,-0.011704,0.061437,0,1,0.59,0.5,0.59,0
-0.10484,-8.3929e-05,0.062479,0,1,0.6,0.5,0.6,0
-0.10483,0.011536,0.063522,0,1,0.61,0.5,0.61,0
-0.10482,0.023157,0.064565,0,1,0.62,0.5,0.62,0
-0.10454,0.034895,0.065582,0,1,0.63,0.5,0.63,0
-0.104,0.046752,0.066573,0,1,0.64,0.5,0.64,0
-0.10346,0.058608,0.067564,0,1,0.65,0.5,0.65,0
-0.10292,0.070465,0.068555,0,1,0.66,0.5,0.66,0
-0.10221,0.082374,0.069479,0,1,0.67,0.5,0.67,0
-0.10119,0.094387,0.070266,0,1,0.68,0.5,0.68,0
-0.10016,0.1064,0.071054,0,1,0.69,0.5,0.69,0
-0.09913,0.11841,0.071842,0,1,0.7,0.5,0.7,0
-0.098036,0.13041,0.072565,0,1,0.71,0.5,0.71,0
-0.09661,0.14231,0.072962,0,1,0.72,0.5,0.72,0
-0.095184,0.1542,0.07336,0,1,0.73,0.5,0.73,0
-0.093758,0.1661,0.073758,0,1,0.74,0.5,0.74,0
-0.092332,0.178,0.074156,0,1,0.75,0.5,0.75,0
-0.090646,0.18933,0.073966,0,1,0.76,0.5,0.76,0
-0.088961,0.20066,0.073776,0,1,0.77,0.5,0.77,0
-0.087275,0.212,0.073586,0,1,0.78,0.5,0.78,0
-0.08559,0.22333,0.073397,0,1,0.79,0.5,0.79,0
-0.083875,0.23393,0.072479,0,1,0.8,0.5,0.8,0
-0.082156,0.24438,0.071415,0,1,0.81,0.5,0.81,0
-0.080436,0.25483,0.070352,0,1,0.82,0.5,0.82,0
-0.078716,0.26528,0.069289,0,1,0.83,0.5,0.83,0
-0.076973,0.27521,0.067715,0,1,0.84,0.5,0.84,0
-0.075218,0.28488,0.065886,0,1,0.85,0.5,0.85,0
-0.073614,0.29513,0.0636,0,1,0.86,0.5,0.86,0
-0.072117,0.3058,0.060987,0,1,0.87,0.5,0.87,0
-0.070635,0.31732,0.057991,0,1,0.88,0.5,0.88,0
-0.069233,0.33095,0.054345,0,1,0.89,0.5,0.89,0
-0.067936,0.34775,0.050104,0,1,0.9,0.5,0.9,0
-0.066717,0.36911,0.045219,0,1,0.91,0.5,0.91,0
-0.065548,0.39606,0.039739,0,1,0.92,0.5,0.92,0
-0.064444,0.43212,0.033618,0,1,0.93,0.5,0.93,0
-0.063405,0.47879,0.027067,0,1,0.94,0.5,0.94,0
-0.062423,0.5379,0.020359,0,1,0.95,0.5,0.95,0
-0.061504,0.61051,0.013888,0,1,0.96,0.5,0.96,0
-0.060658,0.69629,0.0081496,0,1,0.97,0.5,0.97,0
-0.059971,0.79315,0.0036925,0,1,0.98,0.5,0.98,0
-0.059281,0.89636,0.00086672,0,1,0.99,0.5,0.99,0
-0.058662,1,-4.8114e-18,0,1,1,0.5,1,0
